"","Name","year","Adm_Rate","Avg_Price_Pub","Avg_Price_Priv","Grad_Rate","Grad_White","Grad_Black","Grad_Asian","Grad_Hispanic","Grad_Aian","Grad_White_2010","Grad_Black_2010","Grad_Asian_2010","Grad_Hispanic_2010","Grad_Aian_2010","yeartreat","post"
"1","Adelphi University",1997,NA,NA,NA,0.4873,0.522,0.4762,0.1538,0.4444,NA,0.522,0.4762,0.1538,0.4444,NA,NA,0
"2","Adelphi University",1998,NA,NA,NA,0.5329,0.5333,0.4688,0.5,0.3043,NA,0.5333,0.4688,0.5,0.3043,NA,NA,0
"3","Adelphi University",1999,NA,NA,NA,0.5314,0.5936,0.4722,0.44,0.4167,0.5,0.5936,0.4722,0.44,0.4167,0.5,NA,0
"4","Adelphi University",2000,NA,NA,NA,0.5451,0.6076,0.4324,0.4667,0.575,0,0.6076,0.4324,0.4667,0.575,0,NA,0
"5","Adelphi University",2001,NA,NA,NA,0.6104,0.6991,0.473,0.625,0.54,0.5,0.6991,0.473,0.625,0.54,0.5,NA,0
"6","Adelphi University",2002,0.6832,NA,NA,0.6265,0.6783,0.5224,0.5,0.5439,0,0.6783,0.5224,0.5,0.5439,0,NA,0
"7","Adelphi University",2003,0.701,NA,NA,0.6351,0.6932,0.5,0.6765,0.4655,NA,0.6932,0.5,0.6765,0.4655,NA,NA,0
"8","Adelphi University",2004,0.7054,NA,NA,0.6192,0.6608,0.5495,0.5472,0.6316,NA,0.6608,0.5495,0.5472,0.6316,NA,NA,0
"9","Adelphi University",2005,0.7025,NA,NA,0.6779,0.7548,0.5781,0.6,0.6129,1,0.7548,0.5781,0.6,0.6129,1,NA,0
"10","Adelphi University",2006,0.6821,NA,NA,0.6552,0.6972,0.5455,0.6944,0.5672,NA,NA,NA,NA,NA,NA,NA,0
"11","Adelphi University",2007,0.6769,NA,NA,0.6598,0.7172,0.5204,0.6596,0.5714,1,NA,NA,NA,NA,NA,NA,0
"12","Adelphi University",2008,0.6886,NA,NA,0.6251,0.675,0.4625,0.6885,0.5106,0.3333,NA,NA,NA,NA,NA,NA,0
"13","Adelphi University",2009,0.6629,NA,NA,0.6398,0.6986,0.5405,0.5273,0.6346,0,NA,NA,NA,NA,NA,NA,0
"14","Adelphi University",2010,0.6974,NA,23487,0.6701,0.721,0.5474,0.6184,0.5747,0.5,NA,NA,NA,NA,NA,NA,0
"15","Adelphi University",2011,0.6959,NA,23982,0.6821,0.7074,0.5612,0.806,0.6186,0.5,NA,NA,NA,NA,NA,NA,0
"16","Adelphi University",2012,0.6922,NA,26372,0.6752,0.7165,0.5281,0.7353,0.5878,0,NA,NA,NA,NA,NA,NA,0
"17","Adelphi University",2013,0.6646,NA,25678,0.7018,0.7357,0.5806,0.7879,0.6452,0.5,NA,NA,NA,NA,NA,NA,0
"18","Adelphi University",2014,0.6814,NA,32781,0.7342,0.7648,0.6579,0.7051,0.7068,NA,NA,NA,NA,NA,NA,NA,0
"19","Agnes Scott College",1997,NA,NA,NA,0.7186,0.7305,0.7353,0.6364,0.5,NA,0.7305,0.7353,0.6364,0.5,NA,2011,0
"20","Agnes Scott College",1998,NA,NA,NA,0.6526,0.6719,0.5926,0.5,0.2,NA,0.6719,0.5926,0.5,0.2,NA,2011,0
"21","Agnes Scott College",1999,NA,NA,NA,0.7171,0.7197,0.7179,0.8,0.75,NA,0.7197,0.7179,0.8,0.75,NA,2011,0
"22","Agnes Scott College",2000,NA,NA,NA,0.6556,0.6341,0.7174,0.5385,0.8571,NA,0.6341,0.7174,0.5385,0.8571,NA,2011,0
"23","Agnes Scott College",2001,NA,NA,NA,0.6693,0.649,0.7885,0.6923,0.7692,0,0.649,0.7885,0.6923,0.7692,0,2011,0
"24","Agnes Scott College",2002,0.7405,NA,NA,0.6906,0.6899,0.6977,0.5,0.625,0,0.6899,0.6977,0.5,0.625,0,2011,0
"25","Agnes Scott College",2003,0.7349,NA,NA,0.7051,0.6812,0.6842,0.7333,0.75,0,0.6812,0.6842,0.7333,0.75,0,2011,0
"26","Agnes Scott College",2004,0.6573,NA,NA,0.6651,0.6034,0.8611,0.5714,0.7143,NA,0.6034,0.8611,0.5714,0.7143,NA,2011,0
"27","Agnes Scott College",2005,0.5919,NA,NA,0.6822,0.6934,0.6462,0.5385,0.7857,0,0.6934,0.6462,0.5385,0.7857,0,2011,0
"28","Agnes Scott College",2006,0.5341,NA,NA,0.6463,0.6071,0.5758,0.7143,0.6667,NA,NA,NA,NA,NA,NA,2011,0
"29","Agnes Scott College",2007,0.4744,NA,NA,0.6351,0.6316,0.6341,0.5833,0.7143,NA,NA,NA,NA,NA,NA,2011,0
"30","Agnes Scott College",2008,0.452,NA,NA,0.7202,0.6847,0.8269,0.5385,0.6667,0,NA,NA,NA,NA,NA,2011,0
"31","Agnes Scott College",2009,0.479,NA,NA,0.7333,0.7475,0.7273,0.875,0.5714,NA,NA,NA,NA,NA,NA,2011,0
"32","Agnes Scott College",2010,0.4627,NA,16841,0.6765,0.6538,0.7077,0.5,0.7059,0,NA,NA,NA,NA,NA,2011,0
"33","Agnes Scott College",2011,0.4606,NA,17101,0.6978,0.6211,0.7241,0.8333,0.7895,NA,NA,NA,NA,NA,NA,2011,1
"34","Agnes Scott College",2012,0.4588,NA,16473,0.6623,0.6667,0.6711,0.7143,0.55,NA,NA,NA,NA,NA,NA,2011,1
"35","Agnes Scott College",2013,0.6197,NA,18924,0.694,0.6944,0.6747,0.5,0.6667,NA,NA,NA,NA,NA,NA,2011,1
"36","Agnes Scott College",2014,0.6687,NA,18635,0.7302,0.7,0.7317,0.7647,0.72,NA,NA,NA,NA,NA,NA,2011,1
"37","Albion College",1997,NA,NA,NA,0.6836,0.7039,0.6667,0.3333,1,1,0.7039,0.6667,0.3333,1,1,NA,0
"38","Albion College",1998,NA,NA,NA,0.6857,0.7008,0.5217,0.8333,1,NA,0.7008,0.5217,0.8333,1,NA,NA,0
"39","Albion College",1999,NA,NA,NA,0.7054,0.7368,0.3333,0.5385,0.2,0,0.7368,0.3333,0.5385,0.2,0,NA,0
"40","Albion College",2000,NA,NA,NA,0.7178,0.7362,0.7143,0.5,0.5,1,0.7362,0.7143,0.5,0.5,1,NA,0
"41","Albion College",2001,NA,NA,NA,0.7432,0.7652,0.75,0.6,0.2,NA,0.7652,0.75,0.6,0.2,NA,NA,0
"42","Albion College",2002,0.8689,NA,NA,0.7067,0.7154,0.25,0.625,0.4286,NA,0.7154,0.25,0.625,0.4286,NA,NA,0
"43","Albion College",2003,0.8524,NA,NA,0.7257,0.7246,0.6667,0.6,0.25,0.6667,0.7246,0.6667,0.6,0.25,0.6667,NA,0
"44","Albion College",2004,0.8683,NA,NA,0.7428,0.7607,0.4615,0.7143,0.5,0,0.7607,0.4615,0.7143,0.5,0,NA,0
"45","Albion College",2005,0.8581,NA,NA,0.7352,0.7592,0.5152,0.5,1,NA,0.7592,0.5152,0.5,1,NA,NA,0
"46","Albion College",2006,0.8186,NA,NA,0.683,0.6914,0.5238,0.5833,1,1,NA,NA,NA,NA,NA,NA,0
"47","Albion College",2007,0.8139,NA,NA,0.7167,0.724,0.5,0.7143,1,1,NA,NA,NA,NA,NA,NA,0
"48","Albion College",2008,0.8126,NA,NA,0.736,0.7432,0.3846,0.7273,0.875,0.5,NA,NA,NA,NA,NA,NA,0
"49","Albion College",2009,0.7938,NA,NA,0.7175,0.7376,0.4286,0.9,0,0,NA,NA,NA,NA,NA,NA,0
"50","Albion College",2010,0.7938,NA,17888,0.6544,0.6986,0.4,0.625,0.5,NA,NA,NA,NA,NA,NA,NA,0
"51","Albion College",2011,0.685,NA,18918,0.7102,0.7298,0.5,0.75,0.6667,0.5,NA,NA,NA,NA,NA,NA,0
"52","Albion College",2012,0.6933,NA,19367,0.5688,0.5845,0.375,0.6667,0.4167,1,NA,NA,NA,NA,NA,NA,0
"53","Albion College",2013,0.7021,NA,20400,0.6444,0.6528,0.5294,0.3333,0.3846,1,NA,NA,NA,NA,NA,NA,0
"54","Albion College",2014,0.5639,NA,23479,0.7023,0.7138,0.4,0.5714,0.8667,1,NA,NA,NA,NA,NA,NA,0
"55","Alfred University",1997,NA,NA,NA,0.6545,0.6712,0.4444,0.5,0.5882,0.5,0.6712,0.4444,0.5,0.5882,0.5,NA,0
"56","Alfred University",1998,NA,NA,NA,0.6338,0.6392,0.5238,0.8571,0.5714,0,0.6392,0.5238,0.8571,0.5714,0,NA,0
"57","Alfred University",1999,NA,NA,NA,0.6877,0.7134,0.55,0.6,0.3913,NA,0.7134,0.55,0.6,0.3913,NA,NA,0
"58","Alfred University",2000,NA,NA,NA,0.623,0.6276,0.6667,0.8333,0.4615,0.3333,0.6276,0.6667,0.8333,0.4615,0.3333,NA,0
"59","Alfred University",2001,NA,NA,NA,0.6627,0.6891,0.6364,0.8333,0.3636,0,0.6891,0.6364,0.8333,0.3636,0,NA,0
"60","Alfred University",2002,0.7495,NA,NA,0.638,0.6558,0.6538,0.25,0.4783,1,0.6558,0.6538,0.25,0.4783,1,NA,0
"61","Alfred University",2003,0.7156,NA,NA,0.6688,0.6667,0.7273,0.8333,0.6071,0,0.6667,0.7273,0.8333,0.6071,0,NA,0
"62","Alfred University",2004,0.6883,NA,NA,0.6907,0.706,0.6786,0.9286,0.6471,0.5,0.706,0.6786,0.9286,0.6471,0.5,NA,0
"63","Alfred University",2005,0.728,NA,NA,0.6396,0.6512,0.6552,0.25,0.5,0,0.6512,0.6552,0.25,0.5,0,NA,0
"64","Alfred University",2006,0.7685,NA,NA,0.5991,0.6209,0.3158,0,0.6,0.6667,NA,NA,NA,NA,NA,NA,0
"65","Alfred University",2007,0.7823,NA,NA,0.6347,0.6596,0.5,0.75,0.4118,0,NA,NA,NA,NA,NA,NA,0
"66","Alfred University",2008,0.7372,NA,NA,0.6216,0.6667,0.55,0.5,0.4211,0.5,NA,NA,NA,NA,NA,NA,0
"67","Alfred University",2009,0.7607,NA,NA,0.5538,0.5785,0.4333,0.5455,0.4286,0,NA,NA,NA,NA,NA,NA,0
"68","Alfred University",2010,0.7041,NA,21738,0.6,0.655,0.4074,0.5714,0.6,0.5,NA,NA,NA,NA,NA,NA,0
"69","Alfred University",2011,0.6966,NA,21574,0.6084,0.664,0.4186,0.25,0.5517,NA,NA,NA,NA,NA,NA,NA,0
"70","Alfred University",2012,0.723,NA,21931,0.5331,0.5817,0.3621,0.5714,0.5,NA,NA,NA,NA,NA,NA,NA,0
"71","Alfred University",2013,0.7029,NA,21358,0.597,0.6453,0.4444,0.6154,0.5682,NA,NA,NA,NA,NA,NA,NA,0
"72","Alfred University",2014,0.698,NA,19567,0.5738,0.6235,0.4667,0.875,0.4878,1,NA,NA,NA,NA,NA,NA,0
"73","Allegheny College",1997,NA,NA,NA,0.7304,0.7406,0.4286,0.3333,0.4,NA,0.7406,0.4286,0.3333,0.4,NA,NA,0
"74","Allegheny College",1998,NA,NA,NA,0.6747,0.6824,0.5,0.75,0.4286,0.6667,0.6824,0.5,0.75,0.4286,0.6667,NA,0
"75","Allegheny College",1999,NA,NA,NA,0.6624,0.6735,0.5,0.4545,0.6429,0.6,0.6735,0.5,0.4545,0.6429,0.6,NA,0
"76","Allegheny College",2000,NA,NA,NA,0.7331,0.7505,0.3846,0.625,0.5556,0.6667,0.7505,0.3846,0.625,0.5556,0.6667,NA,0
"77","Allegheny College",2001,NA,NA,NA,0.7718,0.7881,0.3636,0.25,1,0,0.7881,0.3636,0.25,1,0,NA,0
"78","Allegheny College",2002,0.7881,NA,NA,0.714,0.7291,0.3846,0.7333,0.5,NA,0.7291,0.3846,0.7333,0.5,NA,NA,0
"79","Allegheny College",2003,0.8005,NA,NA,0.7425,0.756,0.5,0.5556,0.4545,1,0.756,0.5,0.5556,0.4545,1,NA,0
"80","Allegheny College",2004,0.824,NA,NA,0.7406,0.7627,0.3333,0.7647,0.3333,0.75,0.7627,0.3333,0.7647,0.3333,0.75,NA,0
"81","Allegheny College",2005,0.7438,NA,NA,0.779,0.7781,0.875,0.7727,0.5,NA,0.7781,0.875,0.7727,0.5,NA,NA,0
"82","Allegheny College",2006,0.6232,NA,NA,0.8039,0.8252,0.5455,0.6111,0.5,0.6667,NA,NA,NA,NA,NA,NA,0
"83","Allegheny College",2007,0.6309,NA,NA,0.7772,0.786,0.7273,0.5455,0.6364,1,NA,NA,NA,NA,NA,NA,0
"84","Allegheny College",2008,0.571,NA,NA,0.7917,0.8104,0.65,0.5882,0.5625,NA,NA,NA,NA,NA,NA,NA,0
"85","Allegheny College",2009,0.6057,NA,NA,0.7829,0.8067,0.6563,0.8,0.5652,NA,NA,NA,NA,NA,NA,NA,0
"86","Allegheny College",2010,0.6624,NA,34532,0.7483,0.7586,0.76,0.8333,0.5,1,NA,NA,NA,NA,NA,NA,0
"87","Allegheny College",2011,0.5874,NA,24274,0.7559,0.7587,0.7308,0.8,0.6129,NA,NA,NA,NA,NA,NA,NA,0
"88","Allegheny College",2012,0.5759,NA,23426,0.7549,0.7665,0.6786,0.6429,0.775,NA,NA,NA,NA,NA,NA,NA,0
"89","Allegheny College",2013,0.6327,NA,22998,0.738,0.7593,0.5517,0.5625,0.6667,1,NA,NA,NA,NA,NA,NA,0
"90","Allegheny College",2014,0.6487,NA,25147,0.7375,0.7558,0.7083,0.6429,0.6829,NA,NA,NA,NA,NA,NA,NA,0
"91","Alma College",1997,NA,NA,NA,0.6862,0.6989,0.4,NA,0.4,0,0.6989,0.4,NA,0.4,0,NA,0
"92","Alma College",1998,NA,NA,NA,0.72,0.7333,0.3333,0.6667,0.6667,1,0.7333,0.3333,0.6667,0.6667,1,NA,0
"93","Alma College",1999,NA,NA,NA,0.7059,0.7263,0.5294,0,0.5455,0.3333,0.7263,0.5294,0,0.5455,0.3333,NA,0
"94","Alma College",2000,NA,NA,NA,0.7194,0.7382,0.6667,0.3333,0.1667,0.5,0.7382,0.6667,0.3333,0.1667,0.5,NA,0
"95","Alma College",2001,NA,NA,NA,0.7008,0.7086,0.3333,1,0.3333,0.6667,0.7086,0.3333,1,0.3333,0.6667,NA,0
"96","Alma College",2002,0.8472,NA,NA,0.7045,0.7148,0.5,0.5714,0.5,0.5,0.7148,0.5,0.5714,0.5,0.5,NA,0
"97","Alma College",2003,0.8163,NA,NA,0.6985,0.7066,0.2857,0.5,1,0.5,0.7066,0.2857,0.5,1,0.5,NA,0
"98","Alma College",2004,0.7896,NA,NA,0.6402,0.6744,0.1333,0,0.6,0.25,0.6744,0.1333,0,0.6,0.25,NA,0
"99","Alma College",2005,0.8368,NA,NA,0.628,0.6486,0.2,0.3333,0.2,NA,0.6486,0.2,0.3333,0.2,NA,NA,0
"100","Alma College",2006,0.8083,NA,NA,0.6667,0.6785,0.5,1,0.6,0,NA,NA,NA,NA,NA,NA,0
"101","Alma College",2007,0.697,NA,NA,0.6688,0.6735,0.5,0.6667,0.7143,0.5,NA,NA,NA,NA,NA,NA,0
"102","Alma College",2008,0.7813,NA,NA,0.6118,0.6222,0.3333,0.6,0.4545,1,NA,NA,NA,NA,NA,NA,0
"103","Alma College",2009,0.716,NA,NA,0.6075,0.6192,0.3125,0.6667,0.6667,0.6,NA,NA,NA,NA,NA,NA,0
"104","Alma College",2010,0.7758,NA,16887,0.6184,0.642,0.3333,0.8,0.3684,0,NA,NA,NA,NA,NA,NA,0
"105","Alma College",2011,0.1947,NA,16734,0.6685,0.6803,0.4286,1,0.6154,0.5714,NA,NA,NA,NA,NA,NA,0
"106","Alma College",2012,0.7285,NA,21441,0.676,0.695,0.5714,0.8,0.3846,1,NA,NA,NA,NA,NA,NA,0
"107","Alma College",2013,0.7186,NA,20170,0.6368,0.6631,0.2143,0.5,0.4706,0,NA,NA,NA,NA,NA,NA,0
"108","Alma College",2014,0.6791,NA,20130,0.6684,0.6752,0.7143,0.7143,0.7778,0,NA,NA,NA,NA,NA,NA,0
"109","Alverno College",1997,NA,NA,NA,0.4444,0.4286,0.3077,0.75,0.6667,1,0.4286,0.3077,0.75,0.6667,1,NA,0
"110","Alverno College",1998,NA,NA,NA,0.4741,0.5429,0.4286,0.4,0.3333,1,0.5429,0.4286,0.4,0.3333,1,NA,0
"111","Alverno College",1999,NA,NA,NA,0.4569,0.5397,0.3636,0.6667,0.1818,0.5,0.5397,0.3636,0.6667,0.1818,0.5,NA,0
"112","Alverno College",2000,NA,NA,NA,0.4923,0.5366,0.3793,0.25,0.5714,NA,0.5366,0.3793,0.25,0.5714,NA,NA,0
"113","Alverno College",2001,NA,NA,NA,0.3484,0.4217,0.1522,0.4,0.4667,NA,0.4217,0.1522,0.4,0.4667,NA,NA,0
"114","Alverno College",2002,0.8638,NA,NA,0.4214,0.5169,0.1463,0.6667,0.4706,0.5,0.5169,0.1463,0.6667,0.4706,0.5,NA,0
"115","Alverno College",2003,0.8231,NA,NA,0.3976,0.4828,0.1346,0.8571,0.6,0.4,0.4828,0.1346,0.8571,0.6,0.4,NA,0
"116","Alverno College",2004,0.5919,NA,NA,0.3868,0.5108,0.0943,0.5,0.2941,0.3333,0.5108,0.0943,0.5,0.2941,0.3333,NA,0
"117","Alverno College",2005,0.5461,NA,NA,0.3673,0.4487,0.1964,0.2857,0.3556,0,0.4487,0.1964,0.2857,0.3556,0,NA,0
"118","Alverno College",2006,0.5486,NA,NA,0.4038,0.4837,0.2131,0.3529,0.4444,0,NA,NA,NA,NA,NA,NA,0
"119","Alverno College",2007,0.5906,NA,NA,0.3882,0.4438,0.2391,0.375,0.3421,0.3333,NA,NA,NA,NA,NA,NA,0
"120","Alverno College",2008,0.8657,NA,NA,0.3852,0.4336,0.2453,0.1875,0.463,0.25,NA,NA,NA,NA,NA,NA,0
"121","Alverno College",2009,0.8857,NA,NA,0.3571,0.3876,0.3191,0.4167,0.2979,0.2,NA,NA,NA,NA,NA,NA,0
"122","Alverno College",2010,0.8495,NA,14789,0.4156,0.4959,0.1837,0.5,0.4359,0.25,NA,NA,NA,NA,NA,NA,0
"123","Alverno College",2011,0.7846,NA,15463,0.4204,0.5253,0.2128,0.5,0.4426,0,NA,NA,NA,NA,NA,NA,0
"124","Alverno College",2012,0.8185,NA,13950,0.4508,0.5068,0.383,0.4286,0.4444,0.5,NA,NA,NA,NA,NA,NA,0
"125","Alverno College",2013,0.8196,NA,15252,0.4053,0.4933,0.2264,0.5714,0.4419,0.6667,NA,NA,NA,NA,NA,NA,0
"126","Alverno College",2014,0.7887,NA,15184,0.4876,0.6154,0.25,0.2727,0.4727,0,NA,NA,NA,NA,NA,NA,0
"127","American University",1997,NA,NA,NA,0.6576,0.6809,0.5455,0.5323,0.629,0.6,0.6809,0.5455,0.5323,0.629,0.6,2011,0
"128","American University",1998,NA,NA,NA,0.7131,0.7337,0.629,0.7,0.8148,0.6667,0.7337,0.629,0.7,0.8148,0.6667,2011,0
"129","American University",1999,NA,NA,NA,0.7273,0.7323,0.7297,0.6939,0.8205,0.3333,0.7323,0.7297,0.6939,0.8205,0.3333,2011,0
"130","American University",2000,NA,NA,NA,0.7051,0.7323,0.6418,0.6875,0.7679,0.3333,0.7323,0.6418,0.6875,0.7679,0.3333,2011,0
"131","American University",2001,NA,NA,NA,0.7052,0.7085,0.8,0.6667,0.6111,0.6667,0.7085,0.8,0.6667,0.6111,0.6667,2011,0
"132","American University",2002,0.6813,NA,NA,0.7296,0.7459,0.7059,0.7391,0.7857,0.75,0.7459,0.7059,0.7391,0.7857,0.75,2011,0
"133","American University",2003,0.6342,NA,NA,0.7552,0.7802,0.7167,0.7174,0.76,0.6667,0.7802,0.7167,0.7174,0.76,0.6667,2011,0
"134","American University",2004,0.5979,NA,NA,0.7722,0.7677,0.7463,0.8194,0.7073,0.6667,0.7677,0.7463,0.8194,0.7073,0.6667,2011,0
"135","American University",2005,0.5324,NA,NA,0.7926,0.8052,0.7458,0.66,0.8704,1,0.8052,0.7458,0.66,0.8704,1,2011,0
"136","American University",2006,0.5134,NA,NA,0.7722,0.7878,0.7302,0.7846,0.7021,1,NA,NA,NA,NA,NA,2011,0
"137","American University",2007,0.5348,NA,NA,0.7675,0.7836,0.7027,0.6622,0.6949,0.5714,NA,NA,NA,NA,NA,2011,0
"138","American University",2008,0.5323,NA,NA,0.7989,0.8247,0.6977,0.791,0.7273,0.6667,NA,NA,NA,NA,NA,2011,0
"139","American University",2009,0.5292,NA,NA,0.8166,0.8244,0.7636,0.7865,0.7969,1,NA,NA,NA,NA,NA,2011,0
"140","American University",2010,0.5323,NA,40345,0.812,0.8249,0.8226,0.8404,0.7593,0.4,NA,NA,NA,NA,NA,2011,0
"141","American University",2011,0.4347,NA,31112,0.8124,0.8299,0.7353,0.8468,0.812,1,NA,NA,NA,NA,NA,2011,1
"142","American University",2012,0.4163,NA,33773,0.7922,0.8097,0.7864,0.835,0.7384,0.6667,NA,NA,NA,NA,NA,2011,1
"143","American University",2013,0.442,NA,31530,0.7982,0.8124,0.8224,0.7843,0.7443,1,NA,NA,NA,NA,NA,2011,1
"144","American University",2014,0.4312,NA,33437,0.7882,0.8047,0.7526,0.828,0.784,0.5,NA,NA,NA,NA,NA,2011,1
"145","Amherst College",1997,NA,NA,NA,0.9618,0.9627,1,0.9667,0.9737,1,0.9627,1,0.9667,0.9737,1,NA,0
"146","Amherst College",1998,NA,NA,NA,0.9675,0.9722,0.9259,0.9565,0.9583,1,0.9722,0.9259,0.9565,0.9583,1,NA,0
"147","Amherst College",1999,NA,NA,NA,0.9568,0.9574,0.9091,0.9608,0.92,NA,0.9574,0.9091,0.9608,0.92,NA,NA,0
"148","Amherst College",2000,NA,NA,NA,0.9621,0.9643,0.9286,1,0.931,1,0.9643,0.9286,1,0.931,1,NA,0
"149","Amherst College",2001,NA,NA,NA,0.9562,0.9688,0.9167,0.9608,0.95,0,0.9688,0.9167,0.9608,0.95,0,NA,0
"150","Amherst College",2002,0.1867,NA,NA,0.9558,0.972,0.9762,0.9423,0.9167,NA,0.972,0.9762,0.9423,0.9167,NA,NA,0
"151","Amherst College",2003,0.1827,NA,NA,0.9462,0.9637,0.881,0.9825,0.8667,NA,0.9637,0.881,0.9825,0.8667,NA,NA,0
"152","Amherst College",2004,0.1781,NA,NA,0.9393,0.9622,0.9792,0.9808,0.7692,1,0.9622,0.9792,0.9808,0.7692,1,NA,0
"153","Amherst College",2005,0.207,NA,NA,0.9482,0.9463,1,0.9701,0.8788,1,0.9463,1,0.9701,0.8788,1,NA,0
"154","Amherst College",2006,0.187,NA,NA,0.9628,0.9795,0.95,0.9778,0.9167,1,NA,NA,NA,NA,NA,NA,0
"155","Amherst College",2007,0.1863,NA,NA,0.9465,0.9703,0.881,0.9348,0.94,NA,NA,NA,NA,NA,NA,NA,0
"156","Amherst College",2008,0.1759,NA,NA,0.9578,0.9745,0.898,0.9574,0.9455,1,NA,NA,NA,NA,NA,NA,0
"157","Amherst College",2009,0.1477,NA,NA,0.9406,0.9583,0.875,0.9583,0.9574,NA,NA,NA,NA,NA,NA,NA,0
"158","Amherst College",2010,0.1598,NA,15217,0.9505,0.9762,0.9074,1,0.8444,NA,NA,NA,NA,NA,NA,NA,0
"159","Amherst College",2011,0.1531,NA,17495,0.9346,0.942,0.8852,1,0.9219,NA,NA,NA,NA,NA,NA,NA,0
"160","Amherst College",2012,0.1332,NA,11109,0.9522,0.9552,0.9464,0.96,0.9524,NA,NA,NA,NA,NA,NA,NA,0
"161","Amherst College",2013,0.1332,NA,23012,0.933,0.9415,0.9375,0.9851,0.8148,1,NA,NA,NA,NA,NA,NA,0
"162","Amherst College",2014,0.1428,NA,19449,0.9549,0.9391,0.9655,0.9836,0.9688,NA,NA,NA,NA,NA,NA,NA,0
"163","Antioch College",1997,NA,NA,NA,0.4167,0.3876,1,0,0.4,0,0.3876,1,0,0.4,0,NA,0
"164","Antioch College",1998,NA,NA,NA,0.4126,0.4154,0,1,0,1,0.4154,0,1,0,1,NA,0
"165","Antioch College",1999,NA,NA,NA,0.5882,0.6154,0.4286,0.5,0.6667,NA,0.6154,0.4286,0.5,0.6667,NA,NA,0
"166","Antioch College",2000,NA,NA,NA,0.5,0.5351,0.3,NA,0.2857,NA,0.5351,0.3,NA,0.2857,NA,NA,0
"167","Antioch College",2001,NA,NA,NA,0.4677,0.4444,0.5,NA,0.6923,0.3333,0.4444,0.5,NA,0.6923,0.3333,NA,0
"168","Antioch College",2002,0.8186,NA,NA,0.3404,0.3902,0,0,0.6,0,0.3902,0,0,0.6,0,NA,0
"169","Auburn University",1997,NA,NA,NA,0.6751,0.6821,0.5493,0.775,0.7143,0.7059,0.6821,0.5493,0.775,0.7143,0.7059,NA,0
"170","Auburn University",1998,NA,NA,NA,0.6758,0.6836,0.5739,0.5405,0.5882,0.7222,0.6836,0.5739,0.5405,0.5882,0.7222,NA,0
"171","Auburn University",1999,NA,NA,NA,0.6497,0.6623,0.5271,0.5263,0.48,0.75,0.6623,0.5271,0.5263,0.48,0.75,NA,0
"172","Auburn University",2000,NA,NA,NA,0.619,0.6339,0.5016,0.4821,0.5357,0.5556,0.6339,0.5016,0.4821,0.5357,0.5556,NA,0
"173","Auburn University",2001,NA,NA,NA,0.6273,0.6415,0.4542,0.6596,0.5814,0.75,0.6415,0.4542,0.6596,0.5814,0.75,NA,0
"174","Auburn University",2002,0.7594,NA,NA,0.6339,0.6614,0.4392,0.4848,0.3913,0.4615,0.6614,0.4392,0.4848,0.3913,0.4615,NA,0
"175","Auburn University",2003,0.8289,NA,NA,0.6415,0.6655,0.4459,0.5156,0.3846,0.6364,0.6655,0.4459,0.5156,0.3846,0.6364,NA,0
"176","Auburn University",2004,0.776,NA,NA,0.6709,0.6982,0.4305,0.6029,0.6324,0.6111,0.6982,0.4305,0.6029,0.6324,0.6111,NA,0
"177","Auburn University",2005,0.8417,NA,NA,0.6644,0.6946,0.439,0.6727,0.5352,0.5455,0.6946,0.439,0.6727,0.5352,0.5455,NA,0
"178","Auburn University",2006,0.8152,NA,NA,0.6628,0.6966,0.4188,0.5441,0.5185,0.6,NA,NA,NA,NA,NA,NA,0
"179","Auburn University",2007,0.7248,NA,NA,0.6827,0.7224,0.4352,0.6806,0.5673,0.7,NA,NA,NA,NA,NA,NA,0
"180","Auburn University",2008,0.6897,NA,NA,0.6792,0.7109,0.5095,0.5513,0.5667,0.625,NA,NA,NA,NA,NA,NA,0
"181","Auburn University",2009,0.7081,NA,NA,0.7086,0.7203,0.6044,0.6622,0.6458,0.7143,NA,NA,NA,NA,NA,NA,0
"182","Auburn University",2010,0.795,13225,NA,0.7292,0.7464,0.5597,0.6905,0.6842,0.6552,NA,NA,NA,NA,NA,NA,0
"183","Auburn University",2011,0.7867,14008,NA,0.7501,0.7644,0.6622,0.6905,0.6941,0.7222,NA,NA,NA,NA,NA,NA,0
"184","Auburn University",2012,0.7,14954,NA,0.7658,0.7825,0.6038,0.7463,0.725,0.7667,NA,NA,NA,NA,NA,NA,0
"185","Auburn University",2013,0.7723,16284,NA,0.7812,0.8047,0.5837,0.7283,0.75,0.5,NA,NA,NA,NA,NA,NA,0
"186","Auburn University",2014,0.8274,17541,NA,0.7911,0.806,0.6348,0.7835,0.7556,0.697,NA,NA,NA,NA,NA,NA,0
"187","Austin College",1997,NA,NA,NA,0.7791,0.7716,0.75,0.875,0.75,NA,0.7716,0.75,0.875,0.75,NA,NA,0
"188","Austin College",1998,NA,NA,NA,0.7445,0.7724,0.6667,0.619,0.6296,0.6667,0.7724,0.6667,0.619,0.6296,0.6667,NA,0
"189","Austin College",1999,NA,NA,NA,0.7406,0.7481,0.7692,0.7941,0.5926,0.4,0.7481,0.7692,0.7941,0.5926,0.4,NA,0
"190","Austin College",2000,NA,NA,NA,0.7562,0.752,0.7222,0.7826,0.8,0.6,0.752,0.7222,0.7826,0.8,0.6,NA,0
