"","Name","year","Adm_Rate","Avg_Price_Pub","Avg_Price_Priv","Grad_Rate","Grad_White","Grad_Black","Grad_Asian","Grad_Hispanic","Grad_Aian","Grad_White_2010","Grad_Black_2010","Grad_Asian_2010","Grad_Hispanic_2010","Grad_Aian_2010","yeartreat","post"
"1124","Emory University",1998,NA,NA,NA,0.8592,0.8546,0.7813,0.9231,0.775,0.4,0.8546,0.7813,0.9231,0.775,0.4,NA,0
"1125","Emory University",1999,NA,NA,NA,0.8227,0.8281,0.775,0.8406,0.7544,1,0.8281,0.775,0.8406,0.7544,1,NA,0
"1126","Emory University",2000,NA,NA,NA,0.864,0.8723,0.8322,0.8846,0.92,NA,0.8723,0.8322,0.8846,0.92,NA,NA,0
"1127","Emory University",2001,NA,NA,NA,0.8544,0.856,0.8125,0.8884,0.9111,0.8333,0.856,0.8125,0.8884,0.9111,0.8333,NA,0
"1128","Emory University",2002,0.4477,NA,NA,0.8727,0.8825,0.8418,0.8805,0.95,0.25,0.8825,0.8418,0.8805,0.95,0.25,NA,0
"1129","Emory University",2003,0.4252,NA,NA,0.8652,0.8784,0.856,0.8844,0.8605,0.6667,0.8784,0.856,0.8844,0.8605,0.6667,NA,0
"1130","Emory University",2004,0.4231,NA,NA,0.8803,0.8916,0.8298,0.8732,0.8596,0.8333,0.8916,0.8298,0.8732,0.8596,0.8333,NA,0
"1131","Emory University",2005,0.4201,NA,NA,0.8803,0.8843,0.811,0.9163,0.913,0.75,0.8843,0.811,0.9163,0.913,0.75,NA,0
"1132","Emory University",2006,0.386,NA,NA,0.8823,0.8937,0.8725,0.901,0.8333,0.8,NA,NA,NA,NA,NA,NA,0
"1133","Emory University",2007,0.3659,NA,NA,0.8926,0.9002,0.8516,0.9104,0.9206,0.75,NA,NA,NA,NA,NA,NA,0
"1134","Emory University",2008,0.3189,NA,NA,0.8961,0.9027,0.8427,0.9395,0.8868,1,NA,NA,NA,NA,NA,NA,0
"1135","Emory University",2009,0.2717,NA,NA,0.8892,0.8815,0.9207,0.9042,0.9077,0.7143,NA,NA,NA,NA,NA,NA,0
"1136","Emory University",2010,0.2662,NA,26451,0.8936,0.892,0.8692,0.9194,0.8868,1,NA,NA,NA,NA,NA,NA,0
"1137","Emory University",2011,0.2966,NA,24454,0.9061,0.9241,0.8393,0.9175,0.8451,1,NA,NA,NA,NA,NA,NA,0
"1138","Emory University",2012,0.2887,NA,24413,0.9091,0.9125,0.8351,0.9377,0.8667,1,NA,NA,NA,NA,NA,NA,0
"1139","Emory University",2013,0.2668,NA,27164,0.9012,0.8985,0.9307,0.9353,0.8818,1,NA,NA,NA,NA,NA,NA,0
"1140","Emory University",2014,0.2633,NA,28463,0.9001,0.8945,0.9174,0.9052,0.9196,NA,NA,NA,NA,NA,NA,NA,0
"1141","Fairfield University",1997,NA,NA,NA,0.7717,0.783,0.6,0.8077,0.7353,0,0.783,0.6,0.8077,0.7353,0,2011,0
"1142","Fairfield University",1998,NA,NA,NA,0.7842,0.8028,0.5357,0.6842,0.7,1,0.8028,0.5357,0.6842,0.7,1,2011,0
"1143","Fairfield University",1999,NA,NA,NA,0.8046,0.8291,0.5862,0.7143,0.7073,0,0.8291,0.5862,0.7143,0.7073,0,2011,0
"1144","Fairfield University",2000,NA,NA,NA,0.8124,0.8241,0.8235,0.7368,0.6364,1,0.8241,0.8235,0.7368,0.6364,1,2011,0
"1145","Fairfield University",2001,NA,NA,NA,0.8155,0.826,0.5238,0.7917,0.7907,1,0.826,0.5238,0.7917,0.7907,1,2011,0
"1146","Fairfield University",2002,0.4916,NA,NA,0.8063,0.835,0.6667,0.7895,0.5893,1,0.835,0.6667,0.7895,0.5893,1,2011,0
"1147","Fairfield University",2003,0.4966,NA,NA,0.7872,0.7853,0.7,0.8485,0.775,1,0.7853,0.7,0.8485,0.775,1,2011,0
"1148","Fairfield University",2004,0.4941,NA,NA,0.8479,0.8598,0.7273,0.7407,0.7959,0.75,0.8598,0.7273,0.7407,0.7959,0.75,2011,0
"1149","Fairfield University",2005,0.4941,NA,NA,0.8259,0.8304,1,0.75,0.7368,0.5,0.8304,1,0.75,0.7368,0.5,2011,0
"1150","Fairfield University",2006,0.6372,NA,NA,0.817,0.8221,0.5455,0.7586,0.8235,0.6667,NA,NA,NA,NA,NA,2011,0
"1151","Fairfield University",2007,0.6056,NA,NA,0.808,0.8143,0.7813,0.9091,0.7561,0.75,NA,NA,NA,NA,NA,2011,0
"1152","Fairfield University",2008,0.5476,NA,NA,0.8207,0.8449,0.7857,0.7576,0.7297,NA,NA,NA,NA,NA,NA,2011,0
"1153","Fairfield University",2009,0.5906,NA,NA,0.7996,0.7892,0.8158,0.7037,0.7978,0.7143,NA,NA,NA,NA,NA,2011,0
"1154","Fairfield University",2010,0.5906,NA,28674,0.816,0.8296,0.8889,0.7333,0.8358,0.5,NA,NA,NA,NA,NA,2011,0
"1155","Fairfield University",2011,0.6465,NA,27985,0.8219,0.8182,0.7179,0.84,0.8922,1,NA,NA,NA,NA,NA,2011,1
"1156","Fairfield University",2012,0.7154,NA,29062,0.8095,0.826,0.6071,0.9,0.75,NA,NA,NA,NA,NA,NA,2011,1
"1157","Fairfield University",2013,0.6943,NA,32811,0.8051,0.824,0.7143,0.8571,0.7101,1,NA,NA,NA,NA,NA,2011,1
"1158","Fairfield University",2014,0.7116,NA,35212,0.8326,0.8402,0.8125,0.8261,0.8551,NA,NA,NA,NA,NA,NA,2011,1
"1159","Florida Institute of Technology",1997,NA,NA,NA,0.5316,0.5287,0.5217,0.4545,0.4706,0.5,0.5287,0.5217,0.4545,0.4706,0.5,NA,0
"1160","Florida Institute of Technology",1998,NA,NA,NA,0.545,0.537,0.7143,0.3333,0.4667,NA,0.537,0.7143,0.3333,0.4667,NA,NA,0
"1161","Florida Institute of Technology",1999,NA,NA,NA,0.5401,0.5603,0.5455,0.8889,0.4444,NA,0.5603,0.5455,0.8889,0.4444,NA,NA,0
"1162","Florida Institute of Technology",2000,NA,NA,NA,0.5199,0.5251,0.35,0.5,0.3571,1,0.5251,0.35,0.5,0.3571,1,NA,0
"1163","Florida Institute of Technology",2001,NA,NA,NA,0.5725,0.5831,0.5333,0.6667,0.2903,0,0.5831,0.5333,0.6667,0.2903,0,NA,0
"1164","Florida Institute of Technology",2002,0.8177,NA,NA,0.5625,0.5813,0.4211,0.6667,0.5333,1,0.5813,0.4211,0.6667,0.5333,1,NA,0
"1165","Florida Institute of Technology",2003,0.8426,NA,NA,0.5907,0.6013,0.5294,0.5882,0.5263,1,0.6013,0.5294,0.5882,0.5263,1,NA,0
"1166","Florida Institute of Technology",2004,0.8237,NA,NA,0.5829,0.6043,0.3889,0.4286,0.5682,1,0.6043,0.3889,0.4286,0.5682,1,NA,0
"1167","Florida Institute of Technology",2005,0.8293,NA,NA,0.5662,0.5994,0.4516,0.5909,0.5128,1,0.5994,0.4516,0.5909,0.5128,1,NA,0
"1168","Florida Institute of Technology",2006,0.8239,NA,NA,0.5622,0.5558,0.4286,0.75,0.5,0.6667,NA,NA,NA,NA,NA,NA,0
"1169","Florida Institute of Technology",2007,0.8327,NA,NA,0.5461,0.5321,0.5333,0.6667,0.5385,0,NA,NA,NA,NA,NA,NA,0
"1170","Florida Institute of Technology",2008,0.8097,NA,NA,0.5437,0.5311,0.2222,0.5833,0.5429,0.5714,NA,NA,NA,NA,NA,NA,0
"1171","Florida Institute of Technology",2009,0.8179,NA,NA,0.5496,0.5677,0.3902,0.5,0.3889,0.25,NA,NA,NA,NA,NA,NA,0
"1172","Florida Institute of Technology",2010,0.7416,NA,24949,0.5725,0.5789,0.619,0.6087,0.46,0.6667,NA,NA,NA,NA,NA,NA,0
"1173","Florida Institute of Technology",2011,0.5865,NA,24898,0.5828,0.5973,0.5172,0.3636,0.5625,0,NA,NA,NA,NA,NA,NA,0
"1174","Florida Institute of Technology",2012,0.5737,NA,26816,0.6033,0.6189,0.4186,0.6,0.5778,0,NA,NA,NA,NA,NA,NA,0
"1175","Florida Institute of Technology",2013,0.5905,NA,29967,0.5976,0.6222,0.56,0.9167,0.5102,1,NA,NA,NA,NA,NA,NA,0
"1176","Florida Institute of Technology",2014,0.6045,NA,29941,0.5903,0.6529,0.4643,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,0
"1177","Florida Southern College",1997,NA,NA,NA,0.5699,0.5625,0.5313,0.5,0.5333,1,0.5625,0.5313,0.5,0.5333,1,NA,0
"1178","Florida Southern College",1998,NA,NA,NA,0.5654,0.5549,0.7619,0.1667,0.6667,0.5,0.5549,0.7619,0.1667,0.6667,0.5,NA,0
"1179","Florida Southern College",1999,NA,NA,NA,0.5818,0.5868,0.3478,0.625,0.8182,0.5,0.5868,0.3478,0.625,0.8182,0.5,NA,0
"1180","Florida Southern College",2000,NA,NA,NA,0.5294,0.5274,0.2857,NA,0.7143,0.5,0.5274,0.2857,NA,0.7143,0.5,NA,0
"1181","Florida Southern College",2001,NA,NA,NA,0.5573,0.5561,0.6563,0.1667,0.6129,0.3333,0.5561,0.6563,0.1667,0.6129,0.3333,NA,0
"1182","Florida Southern College",2002,0.7679,NA,NA,0.5379,0.5276,0.5714,0.4,0.5517,NA,0.5276,0.5714,0.4,0.5517,NA,NA,0
"1183","Florida Southern College",2003,0.7706,NA,NA,0.5173,0.529,0.5,0.6667,0.4545,0,0.529,0.5,0.6667,0.4545,0,NA,0
"1184","Florida Southern College",2004,0.7464,NA,NA,0.5459,0.5593,0.5417,0.5,0.3784,0.5,0.5593,0.5417,0.5,0.3784,0.5,NA,0
"1185","Florida Southern College",2005,0.7528,NA,NA,0.5154,0.5363,0.2895,0.5,0.4643,0,0.5363,0.2895,0.5,0.4643,0,NA,0
"1186","Florida Southern College",2006,0.7343,NA,NA,0.5455,0.5518,0.6,0.4286,0.4,1,NA,NA,NA,NA,NA,NA,0
"1187","Florida Southern College",2007,0.621,NA,NA,0.55,0.5673,0.3125,0.5,0.6,1,NA,NA,NA,NA,NA,NA,0
"1188","Florida Southern College",2008,0.5823,NA,NA,0.5816,0.5586,0.6571,0.375,0.6897,1,NA,NA,NA,NA,NA,NA,0
"1189","Florida Southern College",2009,0.673,NA,NA,0.6499,0.6522,0.6471,0.5,0.6486,0.5,NA,NA,NA,NA,NA,NA,0
"1190","Florida Southern College",2010,0.6943,NA,15204,0.5709,0.5814,0.4839,0.4,0.6,1,NA,NA,NA,NA,NA,NA,0
"1191","Florida Southern College",2011,0.672,NA,16251,0.5947,0.6128,0.4048,0.5,0.4634,NA,NA,NA,NA,NA,NA,NA,0
"1192","Florida Southern College",2012,0.6508,NA,24616,0.6322,0.6192,0.4839,0.8889,0.6087,1,NA,NA,NA,NA,NA,NA,0
"1193","Florida Southern College",2013,0.5574,NA,25814,0.6418,0.6563,0.5313,0.375,0.66,0,NA,NA,NA,NA,NA,NA,0
"1194","Florida Southern College",2014,0.4989,NA,21558,0.6751,0.6916,0.6071,0.8,0.6944,0,NA,NA,NA,NA,NA,NA,0
"1195","Florida State University",1997,NA,NA,NA,0.6327,0.6454,0.6358,0.5455,0.5746,0.25,0.6454,0.6358,0.5455,0.5746,0.25,NA,0
"1196","Florida State University",1998,NA,NA,NA,0.6286,0.6394,0.6133,0.5714,0.5781,0.4211,0.6394,0.6133,0.5714,0.5781,0.4211,NA,0
"1197","Florida State University",1999,NA,NA,NA,0.655,0.6572,0.6775,0.6577,0.602,0.65,0.6572,0.6775,0.6577,0.602,0.65,NA,0
"1198","Florida State University",2000,NA,NA,NA,0.664,0.6709,0.6685,0.6831,0.6076,0.5,0.6709,0.6685,0.6831,0.6076,0.5,NA,0
"1199","Florida State University",2001,NA,NA,NA,0.6827,0.6853,0.715,0.6534,0.6521,0.4375,0.6853,0.715,0.6534,0.6521,0.4375,NA,0
"1200","Florida State University",2002,0.6239,NA,NA,0.687,0.6866,0.68,0.7143,0.7008,0.6364,0.6866,0.68,0.7143,0.7008,0.6364,NA,0
"1201","Florida State University",2003,0.6239,NA,NA,0.6953,0.6992,0.7415,0.6214,0.6498,0.6296,0.6992,0.7415,0.6214,0.6498,0.6296,NA,0
"1202","Florida State University",2004,0.6447,NA,NA,0.7141,0.7222,0.6906,0.7717,0.6703,0.5517,0.7222,0.6906,0.7717,0.6703,0.5517,NA,0
"1203","Florida State University",2005,0.6466,NA,NA,0.7356,0.7413,0.727,0.7778,0.7039,0.7143,NA,NA,NA,NA,NA,NA,0
"1204","Florida State University",2006,0.6243,NA,NA,0.7384,0.7513,0.7409,0.6776,0.6808,0.8,NA,NA,NA,NA,NA,NA,0
"1205","Florida State University",2007,0.5922,NA,NA,0.7513,0.7546,0.7243,0.761,0.7558,0.6429,NA,NA,NA,NA,NA,NA,0
"1206","Florida State University",2008,0.5511,NA,NA,0.7695,0.7752,0.7371,0.7703,0.7625,0.6757,NA,NA,NA,NA,NA,NA,0
"1207","Florida State University",2009,0.467,NA,NA,0.7913,0.7911,0.7808,0.7895,0.793,0.8286,NA,NA,NA,NA,NA,NA,0
"1208","Florida State University",2010,0.6104,13746,NA,0.7939,0.7997,0.7795,0.7892,0.7784,0.7778,NA,NA,NA,NA,NA,NA,0
"1209","Florida State University",2011,0.5952,13875,NA,0.8006,0.8085,0.7811,0.8385,0.7857,0.8372,NA,NA,NA,NA,NA,NA,0
"1210","Florida State University",2012,0.5849,10577,NA,0.8017,0.8116,0.7418,0.7756,0.8054,0.8462,NA,NA,NA,NA,NA,NA,0
"1211","Florida State University",2013,0.5368,14251,NA,0.8288,0.8352,0.8186,0.8595,0.8263,0.7143,NA,NA,NA,NA,NA,NA,0
"1212","Florida State University",2014,0.5681,14691,NA,0.8308,0.8333,0.8034,0.8774,0.8383,0.8,NA,NA,NA,NA,NA,NA,0
"1213","Fordham University",1997,NA,NA,NA,0.7305,0.7605,0.6042,0.7544,0.6527,0.3333,0.7605,0.6042,0.7544,0.6527,0.3333,NA,0
"1214","Fordham University",1998,NA,NA,NA,0.7875,0.8301,0.6212,0.7255,0.7304,0.5,0.8301,0.6212,0.7255,0.7304,0.5,NA,0
"1215","Fordham University",1999,NA,NA,NA,0.7748,0.7984,0.75,0.6824,0.6875,0.5,0.7984,0.75,0.6824,0.6875,0.5,NA,0
"1216","Fordham University",2000,NA,NA,NA,0.7815,0.8105,0.6957,0.7901,0.729,0.5,0.8105,0.6957,0.7901,0.729,0.5,NA,0
"1217","Fordham University",2001,NA,NA,NA,0.777,0.8115,0.7065,0.7297,0.7396,1,0.8115,0.7065,0.7297,0.7396,1,NA,0
"1218","Fordham University",2002,0.5534,NA,NA,0.7963,0.8209,0.8205,0.8041,0.6883,0,0.8209,0.8205,0.8041,0.6883,0,NA,0
"1219","Fordham University",2003,0.5651,NA,NA,0.7845,0.7985,0.7629,0.75,0.7472,1,0.7985,0.7629,0.75,0.7472,1,NA,0
"1220","Fordham University",2004,0.5361,NA,NA,0.7919,0.8134,0.6923,0.7525,0.7323,0.5,0.8134,0.6923,0.7525,0.7323,0.5,NA,0
"1221","Fordham University",2005,0.504,NA,NA,0.8047,0.7961,0.7927,0.8632,0.7524,0.6,0.7961,0.7927,0.8632,0.7524,0.6,NA,0
"1222","Fordham University",2006,0.504,NA,NA,0.7762,0.8288,0.7349,0.8,0.6842,0.6,NA,NA,NA,NA,NA,NA,0
"1223","Fordham University",2007,0.4652,NA,NA,0.8103,0.8513,0.7237,0.8306,0.7605,0.6667,NA,NA,NA,NA,NA,NA,0
"1224","Fordham University",2008,0.4212,NA,NA,0.8051,0.8352,0.7215,0.8092,0.8,0.6667,NA,NA,NA,NA,NA,NA,0
"1225","Fordham University",2009,0.4676,NA,NA,0.8002,0.8386,0.6543,0.8137,0.7393,0.75,NA,NA,NA,NA,NA,NA,0
"1226","Fordham University",2010,0.496,NA,29632,0.8051,0.834,0.7361,0.787,0.793,0.5714,NA,NA,NA,NA,NA,NA,0
"1227","Fordham University",2011,0.5066,NA,29674,0.7962,0.8185,0.7619,0.7826,0.7439,1,NA,NA,NA,NA,NA,NA,0
"1228","Fordham University",2012,0.4239,NA,32837,0.7946,0.8282,0.625,0.7474,0.759,1,NA,NA,NA,NA,NA,NA,0
"1229","Fordham University",2013,0.4292,NA,33467,0.8332,0.8579,0.7,0.803,0.7915,NA,NA,NA,NA,NA,NA,NA,0
"1230","Fordham University",2014,0.4713,NA,33446,0.8274,0.8553,0.8871,0.7552,0.8353,0.6667,NA,NA,NA,NA,NA,NA,0
"1231","Furman University",1997,NA,NA,NA,0.8176,0.8217,0.7419,0.7,0.9091,NA,0.8217,0.7419,0.7,0.9091,NA,2013,0
"1232","Furman University",1998,NA,NA,NA,0.8423,0.8483,0.8605,0.7647,0.6,1,0.8483,0.8605,0.7647,0.6,1,2013,0
"1233","Furman University",1999,NA,NA,NA,0.8359,0.8403,0.7941,0.7778,0.8,1,0.8403,0.7941,0.7778,0.8,1,2013,0
"1234","Furman University",2000,NA,NA,NA,0.8402,0.8426,0.8571,0.7857,1,1,0.8426,0.8571,0.7857,1,1,2013,0
"1235","Furman University",2001,NA,NA,NA,0.8592,0.8667,0.8333,0.6667,0.7,0,0.8667,0.8333,0.6667,0.7,0,2013,0
"1236","Furman University",2002,0.6011,NA,NA,0.8324,0.8367,0.7917,0.9,0.3333,NA,0.8367,0.7917,0.9,0.3333,NA,2013,0
"1237","Furman University",2003,0.5835,NA,NA,0.8507,0.8493,0.9091,0.8182,0.8182,1,0.8493,0.9091,0.8182,0.8182,1,2013,0
"1238","Furman University",2004,0.5986,NA,NA,0.858,0.866,0.8649,0.8,0.7143,0,0.866,0.8649,0.8,0.7143,0,2013,0
"1239","Furman University",2005,0.5987,NA,NA,0.8428,0.8437,0.875,0.7273,1,1,0.8437,0.875,0.7273,1,1,2013,0
"1240","Furman University",2006,0.5765,NA,NA,0.8692,0.8696,0.8095,1,0.8571,0,NA,NA,NA,NA,NA,2013,0
"1241","Furman University",2007,0.5288,NA,NA,0.8287,0.8243,0.82,0.9412,0.8571,NA,NA,NA,NA,NA,NA,2013,0
"1242","Furman University",2008,0.5552,NA,NA,0.8426,0.8455,0.7955,0.8947,1,0.6667,NA,NA,NA,NA,NA,2013,0
"1243","Furman University",2009,0.5566,NA,NA,0.8408,0.8581,0.7679,0.6875,0.7273,0.5,NA,NA,NA,NA,NA,2013,0
"1244","Furman University",2010,0.5734,NA,22756,0.829,0.8435,0.6857,0.9091,0.7857,NA,NA,NA,NA,NA,NA,2013,0
"1245","Furman University",2011,0.6787,NA,21976,0.8397,0.8547,0.7143,0.8,0.6667,NA,NA,NA,NA,NA,NA,2013,0
"1246","Furman University",2012,0.6953,NA,22661,0.8051,0.8241,0.6875,0.8,0.72,1,NA,NA,NA,NA,NA,2013,0
"1247","Furman University",2013,0.7748,NA,32218,0.8038,0.8245,0.6739,0.7222,0.8333,1,NA,NA,NA,NA,NA,2013,1
"1248","Furman University",2014,0.6397,NA,25347,0.8252,0.8273,0.8529,0.7,0.7931,NA,NA,NA,NA,NA,NA,2013,1
"1249","George Mason University",1997,NA,NA,NA,0.4949,0.4853,0.4271,0.5461,0.5078,0.6154,0.4853,0.4271,0.5461,0.5078,0.6154,NA,0
"1250","George Mason University",1998,NA,NA,NA,0.486,0.4573,0.5415,0.5606,0.4338,0,0.4573,0.5415,0.5606,0.4338,0,NA,0
"1251","George Mason University",1999,NA,NA,NA,0.5277,0.5191,0.5025,0.5902,0.4902,0.1111,0.5191,0.5025,0.5902,0.4902,0.1111,NA,0
"1252","George Mason University",2000,NA,NA,NA,0.5286,0.5064,0.5,0.5958,0.5274,0.625,0.5064,0.5,0.5958,0.5274,0.625,NA,0
"1253","George Mason University",2001,NA,NA,NA,0.5565,0.5356,0.5976,0.6323,0.5133,0.6,0.5356,0.5976,0.6323,0.5133,0.6,NA,0
"1254","George Mason University",2002,0.6809,NA,NA,0.5827,0.5754,0.6235,0.6269,0.6358,0.2857,0.5754,0.6235,0.6269,0.6358,0.2857,NA,0
"1255","George Mason University",2003,0.6589,NA,NA,0.6094,0.592,0.6571,0.6597,0.6071,0.6667,0.592,0.6571,0.6597,0.6071,0.6667,NA,0
"1256","George Mason University",2004,0.6612,NA,NA,0.6362,0.6357,0.5794,0.6617,0.6209,0.5714,0.6357,0.5794,0.6617,0.6209,0.5714,NA,0
"1257","George Mason University",2005,0.6858,NA,NA,0.6344,0.6418,0.6061,0.6447,0.5985,0.5714,0.6418,0.6061,0.6447,0.5985,0.5714,NA,0
"1258","George Mason University",2006,0.6882,NA,NA,0.6447,0.6293,0.608,0.7348,0.5602,0.6667,NA,NA,NA,NA,NA,NA,0
"1259","George Mason University",2007,0.6096,NA,NA,0.6594,0.6458,0.6538,0.6659,0.6597,0.4444,NA,NA,NA,NA,NA,NA,0
"1260","George Mason University",2008,0.5505,NA,NA,0.667,0.6861,0.6585,0.6931,0.7097,0.8333,NA,NA,NA,NA,NA,NA,0
"1261","George Mason University",2009,0.6267,NA,NA,0.6688,0.655,0.6585,0.7604,0.6667,1,NA,NA,NA,NA,NA,NA,0
"1262","George Mason University",2010,0.6329,12520,NA,0.692,0.6904,0.7078,0.7333,0.6847,0.5,NA,NA,NA,NA,NA,NA,0
"1263","George Mason University",2011,0.5166,12791,NA,0.6989,0.6928,0.7373,0.7387,0.69,0.4,NA,NA,NA,NA,NA,NA,0
"1264","George Mason University",2012,0.5279,14760,NA,0.7086,0.7119,0.7154,0.7494,0.6217,1,NA,NA,NA,NA,NA,NA,0
"1265","George Mason University",2013,0.6575,16229,NA,0.6999,0.6956,0.6526,0.7723,0.6653,1,NA,NA,NA,NA,NA,NA,0
"1266","George Mason University",2014,0.6203,18305,NA,0.7066,0.7009,0.7367,0.7332,0.6916,0.5,NA,NA,NA,NA,NA,NA,0
"1267","Georgetown University",1997,NA,NA,NA,0.9382,0.9451,0.8784,0.9504,0.8929,0.6667,0.9451,0.8784,0.9504,0.8929,0.6667,NA,0
"1268","Georgetown University",1998,NA,NA,NA,0.9304,0.9448,0.8202,0.9417,0.9111,1,0.9448,0.8202,0.9417,0.9111,1,NA,0
"1269","Georgetown University",1999,NA,NA,NA,0.9299,0.9373,0.8488,0.9344,0.9178,1,0.9373,0.8488,0.9344,0.9178,1,NA,0
"1270","Georgetown University",2000,NA,NA,NA,0.9322,0.9387,0.8598,0.9597,0.9032,1,0.9387,0.8598,0.9597,0.9032,1,NA,0
"1271","Georgetown University",2001,NA,NA,NA,0.9449,0.9483,0.9091,0.9864,0.9014,1,0.9483,0.9091,0.9864,0.9014,1,NA,0
"1272","Georgetown University",2002,0.2084,NA,NA,0.9339,0.9428,0.8478,0.9485,0.9146,1,0.9428,0.8478,0.9485,0.9146,1,NA,0
"1273","Georgetown University",2003,0.2116,NA,NA,0.9316,0.9357,0.8646,0.973,0.9114,NA,0.9357,0.8646,0.973,0.9114,NA,NA,0
"1274","Georgetown University",2004,0.2273,NA,NA,0.9309,0.9423,0.8829,0.9592,0.9595,NA,0.9423,0.8829,0.9592,0.9595,NA,NA,0
"1275","Georgetown University",2005,0.2187,NA,NA,0.9396,0.9479,0.84,0.9799,0.88,1,0.9479,0.84,0.9799,0.88,1,NA,0
"1276","Georgetown University",2006,0.215,NA,NA,0.9379,0.9523,0.8678,0.96,0.8837,0,NA,NA,NA,NA,NA,NA,0
"1277","Georgetown University",2007,0.2234,NA,NA,0.9332,0.9456,0.896,0.9213,0.9048,NA,NA,NA,NA,NA,NA,NA,0
"1278","Georgetown University",2008,0.2081,NA,NA,0.9245,0.9428,0.8846,0.9257,0.8941,1,NA,NA,NA,NA,NA,NA,0
"1279","Georgetown University",2009,0.1883,NA,NA,0.9491,0.9527,0.9053,0.9459,0.963,NA,NA,NA,NA,NA,NA,NA,0
"1280","Georgetown University",2010,0.188,NA,27194,0.9394,0.9396,0.9011,0.9504,0.9397,1,NA,NA,NA,NA,NA,NA,0
"1281","Georgetown University",2011,0.1978,NA,27281,0.9426,0.9478,0.9455,0.965,0.9333,1,NA,NA,NA,NA,NA,NA,0
"1282","Georgetown University",2012,0.2015,NA,25982,0.9461,0.9517,0.9196,0.9345,0.9527,NA,NA,NA,NA,NA,NA,NA,0
"1283","Georgetown University",2013,0.1807,NA,25500,0.9413,0.9493,0.9278,0.9487,0.9126,1,NA,NA,NA,NA,NA,NA,0
"1284","Georgetown University",2014,0.1697,NA,27801,0.9491,0.9548,0.8654,0.9695,0.9489,1,NA,NA,NA,NA,NA,NA,0
"1285","Gettysburg College",1997,NA,NA,NA,0.7625,0.7698,0.4286,0.5714,0.5556,1,0.7698,0.4286,0.5714,0.5556,1,2009,0
"1286","Gettysburg College",1998,NA,NA,NA,0.7516,0.7591,0.5556,0.5,0.75,1,0.7591,0.5556,0.5,0.75,1,2009,0
"1287","Gettysburg College",1999,NA,NA,NA,0.7723,0.7753,0.8,0.6667,0.6154,1,0.7753,0.8,0.6667,0.6154,1,2009,0
"1288","Gettysburg College",2000,NA,NA,NA,0.758,0.7645,0.7273,0.5556,0.4286,0,0.7645,0.7273,0.5556,0.4286,0,2009,0
"1289","Gettysburg College",2001,NA,NA,NA,0.8032,0.8003,0.7778,0.8182,0.7143,NA,0.8003,0.7778,0.8182,0.7143,NA,2009,0
"1290","Gettysburg College",2002,0.6765,NA,NA,0.8149,0.8168,0.8571,0.625,0.5,NA,0.8168,0.8571,0.625,0.5,NA,2009,0
"1291","Gettysburg College",2003,0.5254,NA,NA,0.8256,0.8344,0.7353,0.8571,0.6429,NA,0.8344,0.7353,0.8571,0.6429,NA,2009,0
"1292","Gettysburg College",2004,0.4618,NA,NA,0.8273,0.837,0.7586,1,0.8,NA,0.837,0.7586,1,0.8,NA,2009,0
"1293","Gettysburg College",2005,0.4618,NA,NA,0.8493,0.8502,0.6818,0.9286,0.9167,1,0.8502,0.6818,0.9286,0.9167,1,2009,0
"1294","Gettysburg College",2006,0.4656,NA,NA,0.8465,0.8516,0.88,0.7778,0.7857,NA,NA,NA,NA,NA,NA,2009,0
"1295","Gettysburg College",2007,0.4283,NA,NA,0.8411,0.8543,0.8125,0.8333,0.5714,NA,NA,NA,NA,NA,NA,2009,0
"1296","Gettysburg College",2008,0.3559,NA,NA,0.8357,0.833,0.875,1,0.8235,NA,NA,NA,NA,NA,NA,2009,0
"1297","Gettysburg College",2009,0.378,NA,NA,0.8375,0.8352,0.8519,0.7,0.8684,0,NA,NA,NA,NA,NA,2009,1
"1298","Gettysburg College",2010,0.404,NA,21402,0.8347,0.843,0.8929,1,0.6957,1,NA,NA,NA,NA,NA,2009,1
"1299","Gettysburg College",2011,0.403,NA,21624,0.8681,0.8756,0.7895,0.9091,0.8333,NA,NA,NA,NA,NA,NA,2009,1
"1300","Gettysburg College",2012,0.3986,NA,22856,0.8358,0.8501,0.6667,0.8333,0.8276,NA,NA,NA,NA,NA,NA,2009,1
"1301","Gettysburg College",2013,0.4028,NA,24294,0.8153,0.8209,0.7895,0.8667,0.8108,NA,NA,NA,NA,NA,NA,2009,1
"1302","Gettysburg College",2014,0.4163,NA,24361,0.8051,0.8079,0.8636,1,0.7419,NA,NA,NA,NA,NA,NA,2009,1
"1303","Gonzaga University",1997,NA,NA,NA,0.7543,0.7959,0.75,0.5455,0.2667,0.2143,0.7959,0.75,0.5455,0.2667,0.2143,NA,0
"1304","Gonzaga University",1998,NA,NA,NA,0.7882,0.7839,0.5,0.6842,0.875,0.8571,0.7839,0.5,0.6842,0.875,0.8571,NA,0
"1305","Gonzaga University",1999,NA,NA,NA,0.7531,0.773,0.75,0.7037,0.7,0.4,0.773,0.75,0.7037,0.7,0.4,NA,0
"1306","Gonzaga University",2000,NA,NA,NA,0.7836,0.8015,0.5,0.8636,0.8,0.7143,0.8015,0.5,0.8636,0.8,0.7143,NA,0
